Year,Species,CA14_2,ID33_1,ID33_2,ID33_3,MT53_1,NV55_1,NV55_3,OR69_2,OR69_3,UT85_1,WA89_2,CA14_1,CA14_3,CA14_4,CA14_5,CA14_6,CA14_7,OR69_1,WA89_1,MT53_2,WY92_1,AZ6_1,AZ6_2,AZ6_3,NM60_1,NV55_2,UT85_2,UT85_3
1970,MERG,5.262690189,8.295548516,6.893656355,7.652070746,5.860786222,6.873163833,5.429345629,6.12029742,6.982862752,4.369447852,8.562740007,2.397895272,5.855071922,NA,6.530877628,NA,6.018593215,6.833031732,8.35396813,8.1158197,4.700480365,3.988984047,6.309918277,8.809862806,6.297109321,2.944438979,4.584967479,6.486160788
1971,MERG,4.948759891,7.98309894,7.017506144,6.763884909,6.608000625,6.047372178,5.068904201,6.133398042,6.315358001,5.398162702,7.779048645,3.044522438,5.802118376,2.772588723,6.66057515,3.258096538,5.313205979,7.272398392,8.345692874,7.823645931,NA,5.023880521,6.735780013,7.848153085,5.545177444,5.117993812,4.143134725,5.402677381
1972,MERG,2.397895272,7.867488569,6.839476438,5.476463552,6.408528791,7.003974137,4.875197324,5.932245187,7.322510434,4.718498872,7.264030142,4.143134725,6.792344427,3.332204509,6.957497371,NA,8.358431899,7.434257382,7.90617884,7.067319848,5.777652322,4.077537445,6.929516771,7.317212409,5.730099784,5.081404365,4.043051269,7.086737935
1973,MERG,6.493753839,7.182352111,6.777646594,7.270312886,6.068425589,6.154858094,4.948759891,6.72383244,5.80513497,5.010635294,7.060476365,NA,3.828641397,4.744932128,6.11146734,NA,7.453561871,7.241366283,8.028455164,NA,4.804021045,4.077537445,6.639875833,8.258681497,5.468060141,3.850147602,3.891820298,7.262628602
1974,MERG,NA,7.297091004,6.98007594,6.692083743,5.28826703,6.381816018,4.804021045,5.602118821,6.386879319,6.486160788,7.504942068,2.995732274,5.942799376,7.139660337,6.470799504,NA,8.003363059,7.091742116,7.764720545,NA,6.129050211,NA,6.621405652,7.555905094,6.297109321,4.077537445,5.411646051,6.555356892
1975,MERG,5.398162702,7.596392304,7.573531263,6.705639096,6.284134162,7.111512116,NA,6.249975243,5.814130532,6.139884553,6.795705776,4.820281565,6.59441346,5.446737372,6.966967139,NA,7.370230642,7.210079629,8.015657615,2.708050201,5.402677381,NA,6.908754778,NA,5.38907173,3.433987205,3.891820298,6.255750041
1976,MERG,5.017279836,6.898714533,6.854354501,7.73280753,5.370638028,7.139660337,2.397895272,6.431331082,8.895081531,5.866468056,7.921535632,4.262679878,7.317212409,3.828641397,7.692113341,NA,8.00836557,7.81156849,8.500657222,3.713572067,3.332204509,NA,6.908754778,NA,6.255750041,3.828641397,3.988984047,6.216606101
1977,MERG,NA,6.587550016,6.558197803,7.651595573,5.826000107,7.103322063,4.663439094,6.834108739,6.456769655,7.075808865,7.471363087,4.912654885,7.412160334,3.433987205,6.089044874,NA,7.719129841,7.301822342,8.718990526,NA,5.153291594,NA,6.552507887,NA,5.402677381,3.713572067,5.820082931,6.539585955
1978,MERG,8.992308732,6.792344427,7.126890808,7.234177179,6.388561406,7.221105097,1.791759468,6.013715156,8.05452261,8.331586243,7.813995674,5.673323267,1.791759468,NA,5.375278407,NA,6.347389209,6.809039307,8.746080218,4.532599494,5.433722003,3.496507562,NA,NA,5.313205979,4.025351691,3.610917912,7.070724108
1979,MERG,4.394449155,6.857514063,6.767343124,7.304515948,5.937536205,5.942799376,2.397895272,6.318968113,7.811973429,5.38907173,6.703188114,5.463831805,2.772588723,4.875197324,5.95583737,NA,7.290292882,6.829793738,8.815221555,4.595119851,NA,3.713572067,5.198497032,NA,6.342121419,2.397895272,4.744932128,6.202535517
1980,MERG,6.216606101,6.913737351,7.071573363,7.090076836,7.149131599,7.6501687,3.583518939,6.739336627,8.720134035,5.424950017,7.395721608,4.948759891,5.170483995,4.262679878,6.22653667,NA,6.746412128,7.515344571,9.024974185,NA,NA,NA,7.654917047,NA,6.498282149,4.262679878,4.615120517,NA
1981,MERG,8.782783017,6.133398042,6.933423026,5.713732807,7.850103545,7.756195343,1.791759468,6.643789733,5.877735782,6.722629795,8.399984989,5.723585101,6.364750756,5.198497032,7.378383713,5.755742214,6.329720905,5.888877959,8.715552126,6.184148892,NA,NA,5.64190707,NA,6.12249281,4.532599494,NA,8.152486077
1982,MERG,5.420534999,5.537334268,7.680175641,7.290974779,3.583518939,6.463029458,4.33073334,7.218909707,6.464588304,5.379897354,7.506042178,5.081404365,6.175867269,4.394449155,6.673297967,4.795790545,6.994849987,6.613384219,9.24077258,2.890371758,5.63835467,NA,4.276666118,NA,5.303304907,3.044522438,4.727387818,7.532623619
1983,MERG,6.089044874,8.055157732,5.303304907,6.848005275,6.459904454,6.580639138,3.496507562,5.59471138,8.317766167,7.149131599,7.75405264,4.110873864,4.795790545,4.912654885,6.206575926,4.875197324,6.666956792,6.89467004,9.152393412,5.613128107,6.35610766,NA,5.313205979,NA,6.274762021,3.610917912,5.420534999,7.553286605
1984,MERG,6.381816018,7.374629014,5.451038454,6.139884553,5.888877959,7.960672608,3.931825632,5.771441122,6.791221464,NA,6.70073111,3.433987205,NA,5.442417711,6.11146734,4.510859506,6.486160788,6.814542897,9.099855639,NA,7.526178914,NA,6.366470449,NA,5.860786222,4.418840607,NA,6.997595983
1985,MERG,5.802118376,7.77317368,4.477336814,5.771441122,7.234177179,7.370860166,5.484796934,6.175867269,7.467371068,6.135564892,6.630683386,4.948759891,5.111987788,4.753590191,7.710205194,5.673323267,6.06610809,7.168579896,9.431802511,5.730099784,6.666956792,NA,6.722629795,NA,6.306275286,4.110873864,6.186208623,5.267858159
1986,MERG,7.003974137,7.638679825,5.811140993,6.388561406,5.831882477,8.128880143,5.707110266,5.455321114,7.097548851,5.926926027,7.413367335,3.688879453,6.763884909,4.510859506,7.561121589,3.713572067,6.329720905,7.02464903,8.946895523,NA,5.771441122,NA,8.07246737,NA,5.627621114,4.875197324,6.028278521,6.731018101
1987,MERG,7.17088848,8.326516831,4.753590191,6.188264123,7.257002707,9.063231508,4.875197324,6.735780013,6.669498089,5.961005341,7.948738455,3.931825632,7.061334366,3.555348061,5.869296913,4.394449155,5.686975356,6.558197803,8.213923595,3.761200117,6.169610733,NA,7.750184161,NA,NA,3.828641397,5.645446899,4.875197324
1988,MERG,4.394449155,7.568379268,6.232448016,6.306275286,6.569481421,5.758901773,4.394449155,7.702556114,7.1538338,3.044522438,7.991592283,5.036952603,7.758760545,2.772588723,7.991592283,3.931825632,5.758901773,6.792344427,8.038834757,5.111987788,6.357842266,NA,7.011213987,NA,6.82219739,4.521788576,4.143134725,5.451038454
1989,MERG,5.673323267,8.3864009,7.228388453,5.257495373,7.252762419,4.718498872,4.454347296,6.475432717,7.790696032,4.700480365,8.126518169,5.030437922,8.323851132,4.700480365,7.768956044,3.828641397,6.013715156,6.831953565,8.678461339,3.496507562,5.811140993,NA,5.700443573,NA,NA,3.828641397,5.010635294,4.584967479
1990,MERG,NA,8.535622326,7.167809184,8.382747094,7.404887575,5.455321114,3.713572067,7.382746449,6.86797441,3.555348061,8.217438537,5.231108618,7.550135343,4.127134384,6.579251211,5.049856006,5.752572639,6.793466132,8.200562796,5.579729826,5.225746673,NA,6.967909202,NA,5.659482216,3.931825632,3.713572067,5.683579766
1991,MERG,2.397895272,7.043159917,7.247080585,6.895682699,6.783325202,5.493061444,3.258096538,7.195937227,6.939253945,4.934473933,8.029432839,4.927253684,8.053887083,3.87120101,8.071530895,2.397895272,6.306275286,7.303170052,7.896924656,6.070737727,4.812184354,NA,7.546974117,NA,6.744059186,2.397895272,3.610917912,5.313205979
1992,MERG,8.496173824,7.252053952,7.797291274,6.001414878,7.288927695,6.025865974,3.583518939,7.52725592,6.317164687,5.198497032,8.485702523,4.499809669,5.95583737,2.48490665,6.774223886,5.505331536,3.951243719,7.214504415,8.35608503,6.536691598,6.498282149,NA,7.011213987,NA,7.015712421,3.433987205,3.433987205,4.644390898
1993,MERG,NA,5.910796644,6.364750756,6.070737727,5.723585101,5.236441962,4.709530202,8.176672772,4.564348191,5.802118376,7.596894438,NA,2.397895272,3.496507562,7.6501687,1.38629436,NA,7.242797922,8.769507119,6.498282149,5.537334268,NA,6.717804696,NA,6.701960366,3.931825632,3.332204509,5.030437922
1994,MERG,4.615120517,7.24636808,6.196444128,6.864847778,7.053585727,7.226936019,4.33073334,7.602900462,7.805474624,5.799092655,8.566744969,4.317488113,6.688354713,3.80666249,7.830425618,2.772588723,4.962844629,7.653969181,8.692825761,NA,NA,NA,5.899897353,NA,7.184629154,2.995732274,4.043051269,4.477336814
1995,MERG,4.795790545,7.61529834,5.65248918,7.046647279,6.81014245,7.241366283,4.510859506,8.302265795,8.003363059,7.989899374,8.315811132,NA,3.433987205,2.772588723,3.931825632,NA,6.784457063,7.254177845,8.76013937,6.569481421,NA,NA,6.782192056,NA,6.338594078,4.077537445,3.401197382,1.38629436
1996,MERG,8.665785594,6.047372178,7.295056417,8.076515328,6.781057625,7.115582126,3.044522438,7.629489915,9.74414006,8.808219665,8.389814262,5.075173816,4.454347296,0.693147181,4.025351691,NA,3.737669617,7.330405213,8.599694414,6.717804696,NA,NA,5.802118376,NA,7.314552833,4.025351691,5.225746673,2.564949357
1997,MERG,6.154858094,7.368970402,6.646390514,6.008813185,4.043051269,7.534228327,2.397895272,7.767687278,9.230339058,8.332789468,7.402451521,4.477336814,4.65396035,4.919980925,5.111987788,1.38629436,6.224558429,6.562444094,8.5943394,5.442417711,NA,NA,5.398162702,NA,6.529418837,5.081404365,5.509388336,5.459585514
1998,MERG,7.596392304,7.469654173,7.323170718,6.343880433,6.599870499,6.904750769,3.258096538,7.707961532,8.2257708,6.202535517,7.574045006,3.178053831,1.791759468,4.406719246,NA,5.293304824,6.154858094,7.211556733,8.24407127,6.845879876,NA,NA,7.467371068,NA,6.897704944,5.484796934,5.789960172,5.937536205
1999,MERG,4.709530202,6.820016365,6.793466132,7.385851077,6.634633358,7.308542798,6.22653667,7.670428522,6.126869184,7.857480786,7.595387279,NA,7.178545484,4.997212273,NA,2.397895272,7.206377291,7.528331766,8.448057452,6.188264123,NA,NA,6.903747257,NA,6.297109321,6.175867269,2.944438979,5.541263544
2000,MERG,8.013343181,7.916078097,6.82219739,5.690359454,6.240275845,7.220373838,5.993961428,7.414572881,7.504942068,7.121252454,7.854769183,3.931825632,3.258096538,3.178053831,7.26612878,6.177944114,NA,7.173191742,8.553717965,6.885509671,NA,NA,5.888877959,4.510859506,6.269096285,5.111987788,2.564949357,3.663561646
2001,MERG,7.745435609,6.778784898,6.709304339,3.583518939,5.940171254,7.039660349,3.583518939,7.783224017,8.915297945,7.463363045,7.907651594,5.099866428,6.834108739,4.174387271,7.128495945,2.397895272,5.513428747,7.607381426,8.827468111,6.82219739,NA,5.860786222,5.398162702,4.969813299,7.039660349,4.025351691,3.931825632,5.384495064
2002,MERG,8.735685944,6.639875833,7.29301768,6.327936784,6.970730079,7.921535632,3.044522438,6.926577033,9.420196029,6.452048955,8.558910785,2.833213343,1.791759468,4.369447852,5.327876168,2.772588723,6.431331082,6.424869024,8.58541243,5.948034989,6.432940093,1.945910149,3.583518939,2.564949357,6.75110147,4.33073334,3.218875826,2.564949357
2003,MERG,8.531293317,7.090909821,5.313205979,5.135798436,7.556950571,7.565793283,4.394449155,5.826000107,9.617936541,7.233455418,8.653296274,4.043051269,3.555348061,2.772588723,NA,3.80666249,4.736198448,6.530877628,8.794521851,5.50125821,5.758901773,5.398162702,NA,NA,6.666956792,4.394449155,3.332204509,3.583518939
2004,MERG,9.166492972,NA,NA,NA,3.433987205,7.151485463,4.709530202,5.398162702,8.992681751,6.728628612,8.18952211,3.850147602,4.025351691,3.044522438,7.039660349,NA,5.459585514,6.075346031,8.838406747,3.401197382,NA,4.33073334,NA,4.976733742,6.536691598,3.713572067,1.945910149,3.332204509
2005,MERG,9.122710622,5.730099784,6.349138992,5.420534999,3.713572067,6.609349243,3.713572067,7.409136443,9.453521818,5.141663556,7.811163384,4.110873864,5.068904201,1.945910149,3.044522438,1.945910149,5.963579343,7.226936019,8.953640037,6.212606097,5.634789602,4.859812404,4.934473933,5.18178355,5.814130532,3.931825632,4.248495242,4.369447852
2006,MERG,9.012011377,6.820016365,5.129898716,4.736198448,5.365976014,7.651120176,3.583518939,5.863631174,8.025516386,5.572154031,7.736307096,2.890371758,4.634728989,2.397895272,5.552959585,1.38629436,6.033086222,7.226936019,8.710619528,3.931825632,5.817111159,5.164785975,5.463831805,5.416100402,6.587550016,5.198497032,5.209486153,3.784189633
2007,MERG,7.259116128,5.147494477,4.143134725,5.198497032,6.192362489,6.664409021,3.044522438,6.875232087,7.147559272,4.394449155,7.267525427,3.828641397,5.407171771,3.465735902,7.125283092,3.80666249,6.621405652,7.062191632,8.701512751,6.63856779,6.180016654,4.744932128,4.234106505,4.997212273,6.006353161,4.189654743,5.707110266,3.36729583
2008,MERG,5.398162702,6.467698725,4.406719246,4.882801922,4.158883083,7.562681247,4.663439094,7.469654173,4.941642423,2.302585093,6.68959927,NA,3.218875826,4.060443012,5.662960481,4.488636371,5.497168225,6.960347729,8.626047597,6.37331979,6.335054252,3.258096538,4.700480365,5.068904201,5.575949103,4.795790545,1.791759468,4.110873864
2009,MERG,6.493753839,6.216606101,2.197224576,4.317488113,5.278114658,7.229113877,3.258096538,7.978996371,7.652070746,5.267858159,6.905753276,3.891820298,4.418840607,3.583518939,6.320768295,2.833213343,5.624017506,7.428927194,8.617400453,6.664409021,6.926577033,NA,5.828945618,NA,6.954638866,4.394449155,2.833213343,3.970291914
2010,MERG,NA,4.969813299,3.688879453,5.666426689,4.709530202,5.723585101,5.170483995,7.466227556,5.680172608,NA,7.128495945,4.394449155,2.48490665,4.736198448,5.968707559,1.791759468,4.605170186,6.480044563,8.802221747,5.786897381,6.124683391,3.713572067,3.931825632,2.995732274,6.617402978,3.713572067,1.098612289,3.555348061
2011,MERG,NA,NA,NA,NA,4.644390898,6.095824562,NA,7.996317231,5.493061444,4.700480365,7.941651252,NA,4.060443012,4.644390898,6.841615477,3.36729583,3.737669617,6.118097198,8.693664335,6.398594935,6.324358963,NA,5.043425117,4.043051269,6.647688373,4.753590191,1.098612289,2.995732274
2012,MERG,8.023224686,NA,NA,NA,5.170483995,6.821107473,3.433987205,7.482681829,5.58349631,3.970291914,7.336936914,NA,2.708050201,4.584967479,5.351858133,2.833213343,2.197224576,7.103322063,8.819960901,5.958424693,6.135564892,NA,3.713572067,5.680172608,6.003887067,5.111987788,3.044522438,3.761200117
2013,MERG,NA,NA,NA,NA,4.510859506,4.634728989,5.017279836,7.658699559,6.186208623,5.318119993,7.109062136,NA,3.044522438,5.356586275,6.439350371,NA,1.945910149,6.871091295,8.859505484,5.948034989,4.418840607,NA,5.036952603,4.043051269,6.73459166,3.258096538,3.610917912,2.564949357
2014,MERG,2.772588723,2.48490665,2.197224576,NA,4.644390898,5.877735782,1.791759468,4.890349128,3.496507562,3.931825632,5.525452938,NA,4.234106505,4.343805421,7.68982867,NA,1.098612289,6.56667243,9.050406334,7.966933498,6.272877007,NA,5.834810737,4.158883083,5.834810737,4.454347296,NA,4.510859506
2015,MERG,6.293419279,2.708050201,2.079441542,NA,4.499809669,5.991464546,4.836281907,4.174387271,5.749392986,5.736572298,7.029972911,NA,5.765191103,4.882801922,6.666956792,NA,1.098612289,5.762051383,8.949754526,6.81124438,NA,NA,NA,NA,5.874930731,4.912654885,NA,2.302585093
2016,MERG,NA,NA,NA,NA,4.477336814,NA,NA,NA,NA,NA,7.673223121,NA,NA,NA,NA,NA,NA,NA,8.998507611,4.595119851,NA,NA,NA,NA,NA,NA,NA,NA
1955,CANV,7.186144305,NA,NA,NA,0.693147181,6.968850379,1.609437912,NA,NA,5.141663556,3.295836866,7.779466967,5.424950017,10.89542364,6.475432717,8.249575151,7.97865373,NA,6.971668605,NA,NA,NA,3.465735902,4.343805421,NA,NA,2.397895272,NA
1956,CANV,6.938284483,NA,NA,NA,NA,7.139660337,6.411818269,NA,NA,4.836281907,5.262690189,7.673688128,6.922643891,10.60831624,5.278114658,6.69950034,7.611347719,NA,6.06610809,NA,NA,3.044522438,3.332204509,5.017279836,NA,NA,2.397895272,NA
1957,CANV,7.344719053,NA,NA,NA,NA,7.39387829,4.262679878,NA,NA,4.189654743,3.784189633,7.882692207,3.433987205,11.84665108,6.144185635,5.758901773,7.848153085,NA,6.680854678,0.693147181,NA,NA,4.20469262,4.025351691,NA,2.397895272,NA,NA
1958,CANV,9.997023432,NA,NA,NA,4.110873864,8.013343181,NA,NA,NA,6.692083743,5.613128107,7.687538767,9.464284672,11.37288148,5.556828062,7.747596839,6.938284483,NA,8.35019365,1.38629436,NA,0.693147181,4.143134725,3.80666249,NA,1.791759468,NA,NA
1959,CANV,9.742790492,NA,NA,NA,NA,7.621195163,NA,NA,NA,1.945910149,4.605170186,7.6501687,7.678326357,11.17319192,4.615120517,7.612336838,7.962415679,NA,7.285506549,NA,NA,5.111987788,5.323009979,4.262679878,NA,2.944438979,NA,NA
1960,CANV,7.255591273,NA,NA,NA,5.484796934,5.420534999,4.234106505,NA,NA,NA,4.65396035,7.244941546,5.64190707,10.32518684,4.615120517,7.182352111,7.766840537,NA,8.73133636,2.397895272,NA,0.693147181,5.278114658,NA,NA,4.634728989,NA,NA
1961,CANV,7.490529402,NA,NA,NA,4.262679878,3.583518939,4.110873864,NA,NA,4.615120517,5.375278407,7.434257382,NA,10.39693301,6.65286303,6.951772163,7.53155238,NA,8.161660451,NA,NA,2.397895272,5.241747015,1.945910149,NA,NA,1.38629436,NA
1962,CANV,6.523562306,NA,NA,NA,4.615120517,NA,5.707110266,NA,NA,NA,4.691347882,6.56667243,6.728628612,10.2734291,5.916202063,7.167037878,7.167037878,NA,8.124743021,1.098612289,NA,3.891820298,5.934894196,NA,NA,NA,NA,NA
1963,CANV,7.566311015,NA,NA,NA,3.931825632,4.836281907,4.736198448,NA,NA,5.986452005,6.587550016,6.492239836,4.844187087,11.26868595,5.303304907,6.711740396,8.333510709,NA,8.565792862,NA,NA,5.697093486,4.795790545,1.791759468,NA,2.197224576,NA,2.833213343
1964,CANV,7.64826303,NA,NA,NA,5.303304907,7.453561871,6.423246963,NA,NA,2.397895272,6.013715156,6.830874235,NA,10.86668095,6.01615716,7.182352111,8.367532417,NA,8.267705664,NA,NA,6.06610809,5.308267696,NA,NA,5.303304907,3.178053831,NA
1965,CANV,NA,NA,NA,NA,3.970291914,6.406879986,5.916202063,2.708050201,2.63905733,1.38629436,5.455321114,NA,NA,NA,NA,NA,NA,7.817222787,8.507546814,NA,NA,5.141663556,3.610917912,2.079441542,NA,3.433987205,NA,NA
1966,CANV,5.484796934,NA,NA,NA,NA,6.803505258,6.398594935,3.850147602,5.602118821,6.478509643,7.044905117,7.378383713,5.111987788,10.26573196,4.343805421,5.521460919,8.018954684,7.781973234,7.679251425,NA,NA,6.293419279,5.59098698,3.044522438,NA,NA,NA,NA
1967,CANV,6.274762021,NA,NA,NA,6.647688373,6.587550016,6.493753839,NA,NA,4.709530202,6.486160788,7.812782818,6.781057625,10.95057845,5.58349631,7.044032898,7.479299637,NA,8.254008589,NA,NA,4.709530202,5.493061444,3.044522438,NA,2.564949357,1.791759468,NA
1968,CANV,5.95583737,2.63905733,7.42416528,4.615120517,6.246106766,6.484635236,5.525452938,3.970291914,3.970291914,NA,5.50125821,5.493061444,6.562444094,10.8550489,7.659171368,7.271008538,7.767687278,8.227108234,7.810758115,NA,NA,NA,5.940171254,NA,NA,NA,NA,NA
1969,CANV,6.329720905,5.92157842,6.927557907,6.23636959,4.934473933,5.420534999,4.890349128,4.094344561,1.945910149,NA,6.994849987,6.97260625,5.780743515,10.48377394,5.429345629,5.953243335,7.639642287,8.636042324,7.546446275,2.302585093,NA,5.351858133,3.044522438,NA,NA,NA,NA,NA
1970,CANV,8.453401058,4.33073334,7.515889085,7.607878073,3.828641397,5.384495064,6.198478717,3.555348061,NA,NA,6.450470422,5.908082939,9.107642975,10.4791454,4.948759891,NA,7.844240719,8.200562796,7.084226423,NA,NA,6.269096285,4.727387818,1.791759468,NA,0.693147181,NA,NA
1971,CANV,7.617759578,5.420534999,5.981414211,4.727387818,5.484796934,4.795790545,4.762173935,4.174387271,2.397895272,NA,4.615120517,6.855408798,8.866581652,10.16723547,4.836281907,2.564949357,6.782192056,8.233503141,8.480321716,NA,NA,5.942799376,4.919980925,NA,NA,NA,2.48490665,NA
1972,CANV,NA,5.017279836,5.480638924,1.945910149,4.394449155,4.941642423,5.894402834,4.262679878,NA,NA,6.429719477,NA,5.723585101,10.40695618,5.888877959,NA,6.710523109,8.996280438,8.138272638,3.931825632,NA,5.59471138,3.912023005,4.394449155,NA,3.044522438,1.791759468,NA
1973,CANV,3.713572067,4.615120517,7.064759028,NA,2.397895272,4.615120517,6.455198564,5.613128107,5.513428747,NA,3.828641397,8.051340933,7.867488569,10.55231705,5.225746673,NA,6.559615237,8.305484017,7.962763931,2.197224576,NA,NA,1.098612289,4.948759891,NA,NA,NA,NA
1974,CANV,NA,NA,6.587550016,2.397895272,4.682131226,3.761200117,6.156978986,5.736572298,NA,2.564949357,8.094378445,8.559869466,10.82359101,9.262078568,3.931825632,NA,6.769641977,8.833171134,8.384118838,NA,2.302585093,NA,NA,5.303304907,NA,NA,2.397895272,NA
1975,CANV,4.709530202,4.33073334,5.863631174,0.693147181,5.888877959,4.912654885,6.786716951,6.413458957,5.424950017,NA,6.342121419,7.156176637,10.19973286,10.57085528,5.942799376,NA,6.711740396,8.307705968,7.425357886,NA,NA,2.397895272,5.303304907,NA,NA,NA,NA,3.931825632
1976,CANV,5.303304907,3.931825632,5.771441122,1.38629436,5.888877959,8.927446817,7.252053952,7.241366283,6.336825732,NA,7.83320395,7.182352111,9.276689753,10.43708199,7.400009516,NA,7.78155596,9.121946221,9.142061531,NA,NA,NA,4.615120517,NA,NA,3.433987205,NA,5.017279836
1977,CANV,3.044522438,4.110873864,5.998936562,1.38629436,5.017279836,5.257495373,6.673297967,5.283203728,4.912654885,3.465735902,7.19893124,7.501634457,9.0654302,10.93258898,7.892078421,NA,8.016647876,8.095293778,9.224440496,NA,NA,NA,2.397895272,NA,3.931825632,2.397895272,NA,5.278114658
1978,CANV,7.186144305,3.713572067,5.948034989,3.044522438,5.303304907,5.117993812,6.746412128,6.100318953,8.425297176,5.568344503,7.104144092,7.030857476,10.37523965,10.03959064,7.052721049,NA,8.232440157,8.028781162,8.450198321,NA,NA,3.433987205,NA,NA,2.772588723,NA,3.583518939,2.48490665
1979,CANV,NA,6.11146734,5.986452005,2.397895272,NA,4.110873864,7.082548568,5.891644213,5.690359454,4.262679878,6.929516771,7.482118923,9.760540542,10.50742093,8.871505346,NA,7.890208213,8.126518169,8.917042561,NA,NA,3.433987205,NA,NA,3.931825632,NA,NA,NA
1980,CANV,8.77971129,4.836281907,4.836281907,4.394449155,6.255750041,7.487733762,7.390798522,5.036952603,7.478169694,1.791759468,7.594381242,6.878326469,9.895253748,10.6280365,6.830874235,NA,7.955425088,7.552237288,8.493719835,NA,NA,2.397895272,2.397895272,NA,NA,NA,3.044522438,NA
1981,CANV,9.030136572,5.017279836,5.209486153,0.693147181,6.621405652,6.767343124,7.925157513,3.610917912,7.655390645,3.828641397,8.395251522,7.727975542,6.952728646,9.784760321,6.938284483,7.147559272,6.857514063,8.101071502,7.957877357,NA,NA,NA,NA,NA,NA,NA,NA,5.602118821
1982,CANV,6.552507887,NA,5.28826703,NA,7.030857476,4.882801922,7.21229447,5.111987788,5.613128107,3.295836866,8.427487278,7.762596048,9.502338118,9.088285727,6.165417855,6.054439346,7.76046703,7.925880317,7.26612878,NA,NA,NA,0.693147181,NA,NA,2.397895272,1.945910149,NA
1983,CANV,NA,7.313886831,5.323009979,0.693147181,6.552507887,5.968707559,7.430114138,5.533389488,NA,5.480638924,8.588769389,7.307202314,5.888877959,10.51761858,7.82843636,6.11146734,6.841615477,7.458762692,8.024207486,NA,NA,NA,4.605170186,NA,NA,NA,0.693147181,NA
1984,CANV,NA,6.398594935,5.758901773,NA,NA,8.152198017,8.281723991,5.370638028,4.709530202,4.418840607,7.749322465,7.802209317,10.39347762,9.875139516,6.74051936,6.165417855,5.916202063,8.161660451,7.996990406,NA,NA,NA,3.258096538,NA,NA,3.044522438,0.693147181,NA
1985,CANV,NA,6.957497371,3.828641397,NA,5.420534999,4.709530202,6.347389209,6.473890697,5.707110266,NA,8.389814262,7.719129841,NA,10.58724075,8.086717919,6.486160788,5.802118376,7.782390336,8.536407411,NA,NA,NA,3.258096538,NA,3.044522438,NA,NA,NA
1986,CANV,3.433987205,6.216606101,3.87120101,NA,NA,4.158883083,8.074337695,5.420534999,4.110873864,NA,8.170185652,7.331060305,5.525452938,10.09141835,7.550135343,6.621405652,7.778630148,7.787382027,8.181720455,NA,NA,NA,2.564949357,NA,1.791759468,2.397895272,NA,NA
1987,CANV,4.795790545,7.003974137,2.63905733,NA,5.303304907,5.332718792,8.131824785,5.529429088,4.174387271,NA,6.755768922,6.954638866,6.06610809,9.693198526,7.039660349,6.186208623,7.436027817,7.450660795,7.873217055,NA,NA,NA,NA,NA,NA,2.397895272,NA,NA
1988,CANV,NA,7.320526961,5.303304907,NA,4.33073334,3.496507562,5.257495373,4.882801922,2.772588723,NA,7.396948603,6.993932975,8.477620415,9.413852481,7.17088848,6.66057515,6.270988432,7.791935956,7.519149957,NA,NA,NA,NA,NA,3.784189633,2.397895272,NA,NA
1989,CANV,NA,7.601402335,7.569927655,NA,NA,3.433987205,6.94793707,5.429345629,8.476579509,NA,7.428927194,7.812782818,4.394449155,10.09145978,8.111027839,5.63835467,5.568344503,7.135687346,7.76599308,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,CANV,NA,7.003974137,6.908754778,NA,4.912654885,7.01301579,7.186144305,5.0937502,1.38629436,NA,7.663877258,7.329093736,6.22653667,10.5673089,7.880804345,6.455198564,6.248042874,7.519692405,7.236339343,NA,NA,NA,NA,NA,1.609437912,NA,NA,NA
1991,CANV,NA,6.272877007,6.633318433,NA,4.615120517,6.364750756,3.044522438,5.749392986,1.609437912,NA,7.703007683,7.029087564,5.170483995,10.35704417,7.252053952,4.454347296,4.919980925,7.392031568,7.66809371,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,CANV,8.101980731,5.533389488,4.691347882,NA,5.680172608,7.280697195,5.442417711,5.351858133,4.948759891,NA,6.937314082,7.693937326,3.258096538,10.0387175,7.390798522,5.375278407,4.33073334,7.788626066,7.240649695,NA,NA,NA,1.38629436,NA,NA,2.397895272,NA,NA
1993,CANV,NA,1.098612289,5.730099784,NA,3.80666249,5.017279836,6.347389209,6.238324625,3.091042454,NA,7.311886163,NA,7.139660337,9.280519207,9.949464239,NA,5.620400866,5.298317367,6.899723107,NA,1.945910149,NA,NA,NA,NA,2.397895272,NA,NA
1994,CANV,NA,NA,0.693147181,5.081404365,5.442417711,6.878326469,6.971668605,6.989335266,NA,NA,6.538139823,5.308267696,3.713572067,9.826660503,8.167919363,6.364750756,1.945910149,7.271008538,6.568077912,NA,NA,NA,2.63905733,NA,NA,NA,NA,NA
1995,CANV,5.525452938,4.795790545,4.564348191,NA,4.532599494,6.493753839,6.803505258,5.934894196,2.564949357,NA,7.828834527,NA,6.966967139,9.172534658,8.771059916,3.465735902,NA,7.199678346,5.765191103,NA,NA,NA,3.583518939,NA,NA,NA,0.693147181,4.812184354
1996,CANV,8.881975184,NA,NA,4.682131226,6.023447594,7.372118029,7.082548568,5.755742214,6.144185635,7.167809184,8.364973978,6.666956792,4.110873864,7.591357048,8.151909873,3.761200117,3.80666249,6.630683386,5.942799376,NA,NA,NA,NA,NA,NA,NA,NA,4.521788576
